"seriesType","seriesID","seriesName","year","monthNumber","unit","value"
"Average retail price","APU0000713111","Orange juice, frozen concentrate","2025",5,"Dollars per 16 oz.",4.429
"Average retail price","APU0000714233","Beans, dried","2025",5,"Dollars per pound",1.669
"Average retail price","APU0000718311","Potato chips","2025",5,"Dollars per 16 oz.",6.731
"Average retail price","APU0000FL2101","Lettuce, romaine","2025",5,"Dollars per pound",2.994
"Consumer Price Index","CUUR0000SAF1","Food","2025",5,"Base 1982-84=100",338.598
"Consumer Price Index","CUUR0000SAF11","Food at home","2025",5,"Base 1982-84=100",312.491
"Consumer Price Index","CUUR0000SAF1131","Fresh fruits and vegetables","2025",5,"Base 1982-84=100",394.677
"Consumer Price Index","CUUR0000SEFK","Fresh fruits","2025",5,"Base 1982-84=100",417.892
"Consumer Price Index","CUUR0000SEFK01","Apples","2025",5,"Base 1982-84=100",358.298
"Consumer Price Index","CUUR0000SEFK02","Bananas","2025",5,"Base 1982-84=100",216.99
"Consumer Price Index","CUUR0000SEFK03","Citrus fruits","2025",5,"Base December 1997=100",291.18
"Consumer Price Index","CUUR0000SEFK04","Other fresh fruits","2025",5,"Base December 1997=100",144.799
"Consumer Price Index","CUUR0000SEFL","Fresh vegetables","2025",5,"Base 1982-84=100",370.002
"Consumer Price Index","CUUR0000SEFL01","Potatoes","2025",5,"Base 1982-84=100",427.212
"Consumer Price Index","CUUR0000SEFL02","Lettuce","2025",5,"Base 1982-84=100",390.162
"Consumer Price Index","CUUR0000SEFL03","Tomatoes","2025",5,"Base 1982-84=100",324.83
"Consumer Price Index","CUUR0000SEFL04","Other fresh vegetables","2025",5,"Base 1982-84=100",371.19
"Consumer Price Index","CUUR0000SEFM","Processed fruits and vegetables","2025",5,"Base December 1997=100",205.67
"Consumer Price Index","CUUR0000SEFM02","Frozen fruits and vegetables","2025",5,"Base December 1997=100",182.949
"Consumer Price Index","CUUR0000SEFN","Juices and nonalcoholic drinks","2025",5,"Base December 1997=100",177.509
"Consumer Price Index","CUUR0000SEFV","Food away from home","2025",5,"Base 1982-84=100",381.228
"Consumer Price Index","CUUR0000SS11031","Oranges, including tangerines","2025",5,"Base 1982-84=100",579.714
"Consumer Price Index","CUUR0000SS13031","Canned fruits","2025",5,"Base December 1997=100",210.11
"Consumer Price Index","CUUR0000SS14011","Frozen vegetables","2025",5,"Base 1982-84=100",255.912
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2025",5,"Base December 1997=100",239.172
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2025",5,"Base December 1997=100",242.732
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2025",5,"Base December 1997=100",190.435
"Consumer Price Index","CUUR0000SS18064","Prepared salads","2025",5,"Base 1982-84=100",161.492
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2025",5,"Base 1982=100",300.866
"Producer Price Index","WPU01","All farm products","2025",5,"Base 1982=100",236.8
"Producer Price Index","WPU0111","All fresh fruits and melons","2025",5,"Base 1982=100",159.7
"Producer Price Index","WPU011101","All citrus fruits","2025",5,"Base 1982=100",345.4
"Producer Price Index","WPU01110101","Grapefruits","2025",5,"Base 1982=100",656.9
"Producer Price Index","WPU01110104","Lemons","2025",5,"Base 1982=100",266.9
"Producer Price Index","WPU01110105","Oranges, Valencia","2025",5,"Base 1982=100",296.2
"Producer Price Index","WPU01110106","Oranges, navel","2025",5,"Base 1982=100",272.3
"Producer Price Index","WPU01110108","Tangerines","2025",5,"Base 1991=100",368.3
"Producer Price Index","WPU011102","All other fruits and berries","2025",5,"Base 1982=100",141.7
"Producer Price Index","WPU01110208","Apples, Granny Smith","2025",5,"Base 1991=100",146.1
"Producer Price Index","WPU01110211","Apples, Golden Delicious","2025",5,"Base 1991=100",178.1
"Producer Price Index","WPU01110215","Apples, Red Delicious","2025",5,"Base 1991=100",234.2
"Producer Price Index","WPU01110221","Pears","2025",5,"Base 1982=100",179.8
"Producer Price Index","WPU01110222","Strawberries","2025",5,"Base 1982=100",107.3
"Producer Price Index","WPU011103","All melons","2025",5,"Base 1991=100",155.1
"Producer Price Index","WPU01110303","Watermelons","2025",5,"Base 1991=100",256.4
"Producer Price Index","WPU0113","All fresh and dry vegetables","2025",5,"Base 1982=100",232.3
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2025",5,"Base 1982=100",196.1
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2025",5,"Base 1982=100",244.4
"Producer Price Index","WPU01130211","Cabbage","2025",5,"Base 1982=100",218.5
"Producer Price Index","WPU01130212","Carrots","2025",5,"Base 1982=100",277.9
"Producer Price Index","WPU01130213","Celery","2025",5,"Base 1982=100",209.4
"Producer Price Index","WPU01130214","Sweet corn","2025",5,"Base 1982=100",172.1
"Producer Price Index","WPU01130215","Lettuce","2025",5,"Base 1982=100",265.3
"Producer Price Index","WPU01130216","Onions, dry","2025",5,"Base 1982=100",164.5
"Producer Price Index","WPU01130217","Tomatoes","2025",5,"Base 1982=100",302.7
"Producer Price Index","WPU01130218","Snap beans","2025",5,"Base 1982=100",287.3
"Producer Price Index","WPU01130222","Broccoli","2025",5,"Base 1991=100",186.3
"Producer Price Index","WPU01130223","Cauliflower","2025",5,"Base 1991=100",62.2
"Producer Price Index","WPU01130224","Spinach","2025",5,"Base 1991=100",402.4
"Producer Price Index","WPU01130225","Greens","2025",5,"Base 1991=100",228.1
"Producer Price Index","WPU01130226","Endive","2025",5,"Base 1991=100",924.5
"Producer Price Index","WPU01130228","Green peppers","2025",5,"Base 1991=100",427.6
"Producer Price Index","WPU01130229","Eggplant","2025",5,"Base 1991=100",391.4
"Producer Price Index","WPU01130231","Squash","2025",5,"Base 1991=100",84.5
"Producer Price Index","WPU01130232","Beets","2025",5,"Base 1991=100",178
"Producer Price Index","WPU01130234","Cucumbers","2025",5,"Base 1991=100",212.7
"Producer Price Index","WPU011303","Sweet potatoes","2025",5,"Base 1982=100",181.2
"Producer Price Index","WPU011306","Potatoes, all","2025",5,"Base 2011=100",104.4
"Producer Price Index","WPU01130602","Potatoes, round white","2025",5,"Base 1991=100",237
"Producer Price Index","WPU01130603","Potatoes, russet","2025",5,"Base 1991=100",152.9
"Producer Price Index","WPU01130604","Potatoes, round red","2025",5,"Base 1991=100",201.2
"Producer Price Index","WPU0119","All tree nuts","2025",5,"Base 1982=100",1246
"Producer Price Index","WPU01190101","Pecans","2025",5,"Base 1982=100",732.2
"Producer Price Index","WPU01190102","Almonds","2025",5,"Base 1991=100",357.3
"Producer Price Index","WPU01190103","Filberts","2025",5,"Base 1991=100",278.7
"Producer Price Index","WPU01190104","Walnuts","2025",5,"Base 1991=100",186.5
"Producer Price Index","WPU02","All processed foods and feeds","2025",5,"Base 1982=100",273.3
"Producer Price Index","WPU024","All processed fruits and vegetables","2025",5,"Base 1982=100",295.3
"Producer Price Index","WPU0241","All canned fruits and juices","2025",5,"Base 1982=100",316.4
"Producer Price Index","WPU024101","Canned fruits, excluding baby foods","2025",5,"Base 1982=100",306
"Producer Price Index","WPU024102","Canned and fresh fruit juices, nectars, and concentrates","2025",5,"Base 1982=100",329.9
"Producer Price Index","WPU0242","All frozen fruits, juices and ades","2025",5,"Base 1982=100",339.6
"Producer Price Index","WPU024202","Frozen fruits","2025",5,"Base 1982=100",286.9
"Producer Price Index","WPU0244","All canned vegetables and juices","2025",5,"Base 1982=100",251.2
"Producer Price Index","WPU02440102","Canned vegetables","2025",5,"Base 1987=100",276.9
"Producer Price Index","WPU02440127","Canned catsup and other tomato based sauces","2025",5,"Base 1987=100",223.1
"Producer Price Index","WPU0245","All frozen vegetables","2025",5,"Base 1982=100",313.6
"Producer Price Index","WPU024502","Frozen potato products","2025",5,"Base 1990=100",344.7
"Producer Price Index","WPU024505","Frozen vegetables, other than potato products","2025",5,"Base 1990=100",190.1
"Producer Price Index","WPU0282","Pickles and other pickled products, including horseradish","2025",5,"Base 1982=100",310.4
"Producer Price Index","WPU02840102","Canned dry beans","2025",5,"Base 1982=100",213.5
"Producer Price Index","WPU02890172","Chips (potato, corn, etc.)","2025",5,"Base 1985=100",315.3
"Average retail price","APU0000711211","Bananas","2025",4,"Dollars per pound",0.635
"Average retail price","APU0000711311","Oranges, navel","2025",4,"Dollars per pound",1.485
"Average retail price","APU0000711411","Grapefruit","2025",4,"Dollars per pound",1.699
"Average retail price","APU0000711412","Lemons","2025",4,"Dollars per pound",1.927
"Average retail price","APU0000711415","Strawberries","2025",4,"Dollars per 12 oz.",2.475
"Average retail price","APU0000712112","Potatoes, white","2025",4,"Dollars per pound",0.967
"Average retail price","APU0000712211","Lettuce, iceberg","2025",4,"Dollars per pound",1.515
"Average retail price","APU0000712311","Tomatoes, field grown","2025",4,"Dollars per pound",1.793
"Average retail price","APU0000713111","Orange juice, frozen concentrate","2025",4,"Dollars per 16 oz.",4.44
"Average retail price","APU0000714233","Beans, dried","2025",4,"Dollars per pound",1.674
"Average retail price","APU0000718311","Potato chips","2025",4,"Dollars per 16 oz.",6.611
"Average retail price","APU0000FL2101","Lettuce, romaine","2025",4,"Dollars per pound",2.915
"Consumer Price Index","CUUR0000SAF1","Food","2025",4,"Base 1982-84=100",337.747
"Consumer Price Index","CUUR0000SAF11","Food at home","2025",4,"Base 1982-84=100",311.84
"Consumer Price Index","CUUR0000SAF1131","Fresh fruits and vegetables","2025",4,"Base 1982-84=100",392.903
"Consumer Price Index","CUUR0000SEFK","Fresh fruits","2025",4,"Base 1982-84=100",415.379
"Consumer Price Index","CUUR0000SEFK01","Apples","2025",4,"Base 1982-84=100",354.635
"Consumer Price Index","CUUR0000SEFK02","Bananas","2025",4,"Base 1982-84=100",210.013
"Consumer Price Index","CUUR0000SEFK03","Citrus fruits","2025",4,"Base December 1997=100",286.998
"Consumer Price Index","CUUR0000SEFK04","Other fresh fruits","2025",4,"Base December 1997=100",145.751
"Consumer Price Index","CUUR0000SEFL","Fresh vegetables","2025",4,"Base 1982-84=100",368.939
"Consumer Price Index","CUUR0000SEFL01","Potatoes","2025",4,"Base 1982-84=100",418.958
"Consumer Price Index","CUUR0000SEFL02","Lettuce","2025",4,"Base 1982-84=100",389.712
"Consumer Price Index","CUUR0000SEFL03","Tomatoes","2025",4,"Base 1982-84=100",335.355
"Consumer Price Index","CUUR0000SEFL04","Other fresh vegetables","2025",4,"Base 1982-84=100",368.08
"Consumer Price Index","CUUR0000SEFM","Processed fruits and vegetables","2025",4,"Base December 1997=100",202.788
"Consumer Price Index","CUUR0000SEFM02","Frozen fruits and vegetables","2025",4,"Base December 1997=100",184.092
"Consumer Price Index","CUUR0000SEFN","Juices and nonalcoholic drinks","2025",4,"Base December 1997=100",179.923
"Consumer Price Index","CUUR0000SEFV","Food away from home","2025",4,"Base 1982-84=100",380.039
"Consumer Price Index","CUUR0000SS11031","Oranges, including tangerines","2025",4,"Base 1982-84=100",558.474
"Consumer Price Index","CUUR0000SS13031","Canned fruits","2025",4,"Base December 1997=100",205.493
"Consumer Price Index","CUUR0000SS14011","Frozen vegetables","2025",4,"Base 1982-84=100",257.355
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2025",4,"Base December 1997=100",233.25
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2025",4,"Base December 1997=100",238.927
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2025",4,"Base December 1997=100",197.014
"Consumer Price Index","CUUR0000SS18064","Prepared salads","2025",4,"Base 1982-84=100",162.048
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2025",4,"Base 1982=100",299.497
"Producer Price Index","WPU01","All farm products","2025",4,"Base 1982=100",235.2
"Producer Price Index","WPU0111","All fresh fruits and melons","2025",4,"Base 1982=100",167.3
"Producer Price Index","WPU011101","All citrus fruits","2025",4,"Base 1982=100",322.3
"Producer Price Index","WPU01110101","Grapefruits","2025",4,"Base 1982=100",664.8
"Producer Price Index","WPU01110104","Lemons","2025",4,"Base 1982=100",266.6
"Producer Price Index","WPU01110105","Oranges, Valencia","2025",4,"Base 1982=100",273
"Producer Price Index","WPU01110106","Oranges, navel","2025",4,"Base 1982=100",226.8
"Producer Price Index","WPU01110108","Tangerines","2025",4,"Base 1991=100",440.2
"Producer Price Index","WPU011102","All other fruits and berries","2025",4,"Base 1982=100",149.8
"Producer Price Index","WPU01110208","Apples, Granny Smith","2025",4,"Base 1991=100",147.8
"Producer Price Index","WPU01110211","Apples, Golden Delicious","2025",4,"Base 1991=100",182
"Producer Price Index","WPU01110215","Apples, Red Delicious","2025",4,"Base 1991=100",243
"Producer Price Index","WPU01110216","Apples, McIntosh","2025",4,"Base 1982=100",221.1
"Producer Price Index","WPU01110221","Pears","2025",4,"Base 1982=100",176.9
"Producer Price Index","WPU01110222","Strawberries","2025",4,"Base 1982=100",126.8
"Producer Price Index","WPU011103","All melons","2025",4,"Base 1991=100",209.4
"Producer Price Index","WPU01110303","Watermelons","2025",4,"Base 1991=100",346.1
"Producer Price Index","WPU0113","All fresh and dry vegetables","2025",4,"Base 1982=100",242.5
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2025",4,"Base 1982=100",199.6
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2025",4,"Base 1982=100",256.6
"Producer Price Index","WPU01130211","Cabbage","2025",4,"Base 1982=100",216.9
"Producer Price Index","WPU01130212","Carrots","2025",4,"Base 1982=100",277.9
"Producer Price Index","WPU01130213","Celery","2025",4,"Base 1982=100",246.4
"Producer Price Index","WPU01130214","Sweet corn","2025",4,"Base 1982=100",136.8
"Producer Price Index","WPU01130215","Lettuce","2025",4,"Base 1982=100",293.2
"Producer Price Index","WPU01130216","Onions, dry","2025",4,"Base 1982=100",160.3
"Producer Price Index","WPU01130217","Tomatoes","2025",4,"Base 1982=100",299.8
"Producer Price Index","WPU01130218","Snap beans","2025",4,"Base 1982=100",449.3
"Producer Price Index","WPU01130222","Broccoli","2025",4,"Base 1991=100",170.8
"Producer Price Index","WPU01130223","Cauliflower","2025",4,"Base 1991=100",79.1
"Producer Price Index","WPU01130224","Spinach","2025",4,"Base 1991=100",492.3
"Producer Price Index","WPU01130225","Greens","2025",4,"Base 1991=100",218.7
"Producer Price Index","WPU01130226","Endive","2025",4,"Base 1991=100",948.8
"Producer Price Index","WPU01130228","Green peppers","2025",4,"Base 1991=100",458.3
"Producer Price Index","WPU01130229","Eggplant","2025",4,"Base 1991=100",584.9
"Producer Price Index","WPU01130231","Squash","2025",4,"Base 1991=100",204.3
"Producer Price Index","WPU01130232","Beets","2025",4,"Base 1991=100",182.4
"Producer Price Index","WPU01130234","Cucumbers","2025",4,"Base 1991=100",268.2
"Producer Price Index","WPU011303","Sweet potatoes","2025",4,"Base 1982=100",172.8
"Producer Price Index","WPU011306","Potatoes, all","2025",4,"Base 2011=100",109.7
"Producer Price Index","WPU01130602","Potatoes, round white","2025",4,"Base 1991=100",244.7
"Producer Price Index","WPU01130603","Potatoes, russet","2025",4,"Base 1991=100",160.2
"Producer Price Index","WPU01130604","Potatoes, round red","2025",4,"Base 1991=100",227.5
"Producer Price Index","WPU0119","All tree nuts","2025",4,"Base 1982=100",1246
"Producer Price Index","WPU01190101","Pecans","2025",4,"Base 1982=100",732.2
"Producer Price Index","WPU01190102","Almonds","2025",4,"Base 1991=100",357.3
"Producer Price Index","WPU01190103","Filberts","2025",4,"Base 1991=100",278.7
"Producer Price Index","WPU01190104","Walnuts","2025",4,"Base 1991=100",186.5
"Producer Price Index","WPU02","All processed foods and feeds","2025",4,"Base 1982=100",271.9
"Producer Price Index","WPU024","All processed fruits and vegetables","2025",4,"Base 1982=100",294.6
"Producer Price Index","WPU0241","All canned fruits and juices","2025",4,"Base 1982=100",316.3
"Producer Price Index","WPU024101","Canned fruits, excluding baby foods","2025",4,"Base 1982=100",306.3
