"Table","Year","Data_item","Region","State","Value","Units"
"Milk cows",1975,"Milk cows, average inventory","Northeast","Vermont",193,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Northeast","Total region",2217.7,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Lake States","Michigan",411,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Lake States","Minnesota",884,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Lake States","Wisconsin",1812,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Lake States","Total region",3107,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Corn Belt","Illinois",243,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Corn Belt","Indiana",215,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Corn Belt","Iowa",401,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Corn Belt","Missouri",302,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Corn Belt","Ohio",400,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Corn Belt","Total region",1561,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Northern Plains","Kansas",142,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Northern Plains","Nebraska",152,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Northern Plains","North Dakota",115,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Northern Plains","South Dakota",174,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Northern Plains","Total region",583,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Appalachia","Kentucky",287,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Appalachia","North Carolina",145,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Appalachia","Tennessee",215,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Appalachia","Virginia",173,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Appalachia","West Virginia",41,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Appalachia","Total region",861,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Southeast","Alabama",90,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Southeast","Florida",197,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Southeast","Georgia",129,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Southeast","South Carolina",58,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Southeast","Total region",474,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Delta States","Arkansas",88,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Delta States","Louisiana",136,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Delta States","Mississippi",122,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Delta States","Total region",346,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Southern Plains","Oklahoma",119,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Southern Plains","Texas",333,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Southern Plains","Total region",452,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Mountain Region","Arizona",67,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Mountain Region","Colorado",74,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Mountain Region","Idaho",147,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Mountain Region","Montana",26,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Mountain Region","Nevada",14,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Mountain Region","New Mexico",32,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Mountain Region","Utah",79,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Mountain Region","Wyoming",11.8,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Mountain Region","Total region",450.8,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","West Coast","California",800,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","West Coast","Oregon",91,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","West Coast","Washington",181,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","West Coast","Total region",1072,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Other States","Alaska",1.6,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Other States","Hawaii",13.1,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","Other States","Total region",14.7,"Thousand head"
"Milk cows",1975,"Milk cows, average inventory","United States","Total region",11139,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northeast","Connecticut",54,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northeast","Delaware",11.3,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northeast","Maine",59,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northeast","Maryland",133,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northeast","Massachusetts",54,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northeast","New Hampshire",31,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northeast","New Jersey",46,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northeast","New York",912,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northeast","Pennsylvania",706,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northeast","Rhode Island",5.5,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northeast","Vermont",194,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northeast","Total region",2205.8,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Lake States","Michigan",405,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Lake States","Minnesota",878,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Lake States","Wisconsin",1807,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Lake States","Total region",3090,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Corn Belt","Illinois",237,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Corn Belt","Indiana",209,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Corn Belt","Iowa",392,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Corn Belt","Missouri",306,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Corn Belt","Ohio",397,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Corn Belt","Total region",1541,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northern Plains","Kansas",137,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northern Plains","Nebraska",142,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northern Plains","North Dakota",111,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northern Plains","South Dakota",170,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Northern Plains","Total region",560,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Appalachia","Kentucky",281,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Appalachia","North Carolina",142,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Appalachia","Tennessee",210,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Appalachia","Virginia",173,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Appalachia","West Virginia",39,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Appalachia","Total region",845,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Southeast","Alabama",85,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Southeast","Florida",201,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Southeast","Georgia",129,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Southeast","South Carolina",56,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Southeast","Total region",471,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Delta States","Arkansas",85,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Delta States","Louisiana",137,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Delta States","Mississippi",116,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Delta States","Total region",338,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Southern Plains","Oklahoma",117,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Southern Plains","Texas",320,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Southern Plains","Total region",437,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Mountain Region","Arizona",70,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Mountain Region","Colorado",72,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Mountain Region","Idaho",143,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Mountain Region","Montana",25,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Mountain Region","Nevada",14.2,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Mountain Region","New Mexico",32,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Mountain Region","Utah",79,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Mountain Region","Wyoming",11.5,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Mountain Region","Total region",446.7,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","West Coast","California",811,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","West Coast","Oregon",92,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","West Coast","Washington",180,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","West Coast","Total region",1083,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Other States","Alaska",1.5,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Other States","Hawaii",13.2,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","Other States","Total region",14.7,"Thousand head"
"Milk cows",1976,"Milk cows, average inventory","United States","Total region",11032,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northeast","Connecticut",52,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northeast","Delaware",11.2,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northeast","Maine",58,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northeast","Maryland",131,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northeast","Massachusetts",51,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northeast","New Hampshire",31,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northeast","New Jersey",47,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northeast","New York",914,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northeast","Pennsylvania",703,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northeast","Rhode Island",5,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northeast","Vermont",191,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northeast","Total region",2194.2,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Lake States","Michigan",403,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Lake States","Minnesota",866,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Lake States","Wisconsin",1802,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Lake States","Total region",3071,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Corn Belt","Illinois",234,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Corn Belt","Indiana",208,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Corn Belt","Iowa",386,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Corn Belt","Missouri",296,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Corn Belt","Ohio",400,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Corn Belt","Total region",1524,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northern Plains","Kansas",134,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northern Plains","Nebraska",133,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northern Plains","North Dakota",107,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northern Plains","South Dakota",166,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Northern Plains","Total region",540,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Appalachia","Kentucky",278,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Appalachia","North Carolina",138,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Appalachia","Tennessee",208,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Appalachia","Virginia",172,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Appalachia","West Virginia",38,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Appalachia","Total region",834,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Southeast","Alabama",80,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Southeast","Florida",198,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Southeast","Georgia",129,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Southeast","South Carolina",53,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Southeast","Total region",460,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Delta States","Arkansas",84,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Delta States","Louisiana",132,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Delta States","Mississippi",112,"Thousand head"
"Milk cows",1977,"Milk cows, average inventory","Delta States","Total region",328,"Thousand head"
